Token	Occurrences	Frequency	BaselineFrequency
sembowat	1	1.15517967549155e-07	
restoration	4	4.62071870196618e-07	2.60147319855377e-05
jagori	1	1.15517967549155e-07	6.73172001178361e-09
activety	1	1.15517967549155e-07	
iranian-made	1	1.15517967549155e-07	1.00975800176754e-08
cjcs	3	3.46553902647464e-07	6.73172001178361e-08
us-afghan	1	1.15517967549155e-07	3.3658600058918e-09
ramdal	10	1.15517967549155e-06	
banderay	4	4.62071870196618e-07	
sna	5	5.77589837745773e-07	5.25074160919121e-07
khajakullah	1	1.15517967549155e-07	
sepholi	3	3.46553902647464e-07	
shomarkhel	1	1.15517967549155e-07	
hand-drawn	1	1.15517967549155e-07	5.40220530945634e-07
kurez-type	1	1.15517967549155e-07	
well-informed	1	1.15517967549155e-07	2.64220010462507e-07
malenkhel	3	3.46553902647464e-07	
bandaray	5	5.77589837745773e-07	
dominated	9	1.03966170794239e-06	2.09861371367354e-05
playful	2	2.31035935098309e-07	1.46078324255704e-06
familiarizing	2	2.31035935098309e-07	6.56342701148902e-08
visobs	13	1.50173357813901e-06	
shurrahs	1	1.15517967549155e-07	
parwan-	1	1.15517967549155e-07	
tagab-	1	1.15517967549155e-07	
vying	2	2.31035935098309e-07	6.46245121131226e-07
badine	1	1.15517967549155e-07	3.3658600058918e-09
zoorkally	1	1.15517967549155e-07	
emptying	3	3.46553902647464e-07	1.06866055187065e-06
shinning	1	1.15517967549155e-07	1.85122300324049e-08
guardan	1	1.15517967549155e-07	
bolstered	8	9.24143740393237e-07	1.0450995318294e-06
sub-cdr	2	2.31035935098309e-07	
warno	13	1.50173357813901e-06	
discoverery	1	1.15517967549155e-07	
lids	8	9.24143740393237e-07	4.12317850721746e-07
unhappiness	1	1.15517967549155e-07	5.80610851016336e-07
muhumed	1	1.15517967549155e-07	3.3658600058918e-09
modulla	1	1.15517967549155e-07	
sabers	2	2.31035935098309e-07	2.7936638048902e-07
mechinism	2	2.31035935098309e-07	
flammable	4	4.62071870196618e-07	1.55671025272496e-06
handbrake	1	1.15517967549155e-07	2.08683320365292e-07
abdolkheyl	1	1.15517967549155e-07	
dodging	1	1.15517967549155e-07	5.132936508985e-07
convulsions	7	8.08625772844082e-07	5.40220530945634e-07
re-supplies	1	1.15517967549155e-07	3.3658600058918e-09
pase	1	1.15517967549155e-07	3.16390840553829e-07
nergaram	1	1.15517967549155e-07	
nergerach	1	1.15517967549155e-07	
spider-device	2	2.31035935098309e-07	
sprawled	1	1.15517967549155e-07	1.58195420276915e-07
recieveing	13	1.50173357813901e-06	
area-clearance	1	1.15517967549155e-07	
tanglewire	1	1.15517967549155e-07	
succesfully	11	1.2706976430407e-06	5.72196201001607e-08
reforming	1	1.15517967549155e-07	2.33254098408302e-06
shuderay	1	1.15517967549155e-07	
surghal	2	2.31035935098309e-07	
edeh	1	1.15517967549155e-07	6.73172001178361e-09
represetation	1	1.15517967549155e-07	
poplulous	1	1.15517967549155e-07	
arae	3	3.46553902647464e-07	1.71658860300482e-07
siginifocant	1	1.15517967549155e-07	
gali	4	4.62071870196618e-07	4.89732630857257e-07
provience	7	8.08625772844082e-07	8.41465001472951e-09
permanately	1	1.15517967549155e-07	3.3658600058918e-09
alikozay	1	1.15517967549155e-07	3.3658600058918e-09
akhtarkhan	1	1.15517967549155e-07	
ststed	1	1.15517967549155e-07	
flashlites	1	1.15517967549155e-07	
archa	1	1.15517967549155e-07	9.08782201590787e-08
orientated	4	4.62071870196618e-07	4.69537470821907e-07
complimented	5	5.77589837745773e-07	5.82293781019282e-07
maturity	1	1.15517967549155e-07	4.95959471868157e-06
self-control	1	1.15517967549155e-07	5.28440020925013e-07
well-supplied	2	2.31035935098309e-07	3.87073900677557e-08
sanctuaries	6	6.93107805294928e-07	1.20161202210337e-06
abiding	16	1.84828748078647e-06	6.47928051134172e-07
reversing	4	4.62071870196618e-07	2.19454072384146e-06
seoul	3	3.46553902647464e-07	1.06226541785945e-05
reaffirms	1	1.15517967549155e-07	2.74317590480182e-07
hoda	2	2.31035935098309e-07	1.17805100206213e-07
merges	2	2.31035935098309e-07	2.36788251414488e-06
nght	1	1.15517967549155e-07	
camino	1	1.15517967549155e-07	2.35105321411542e-06
suport	9	1.03966170794239e-06	3.19756700559721e-08
frindly	3	3.46553902647464e-07	
maleshay	1	1.15517967549155e-07	
ramat	8	9.24143740393237e-07	9.13830991599625e-07
yargo	4	4.62071870196618e-07	3.02927400530262e-08
wezkhel	1	1.15517967549155e-07	
sahgul	4	4.62071870196618e-07	
lug	2	2.31035935098309e-07	9.20562711611408e-07
oskhel	2	2.31035935098309e-07	
informatoin	1	1.15517967549155e-07	5.0487900088377e-09
jangri	1	1.15517967549155e-07	
bermi	1	1.15517967549155e-07	
sharkay	1	1.15517967549155e-07	
grid-wc	1	1.15517967549155e-07	
victoria	12	1.38621561058986e-06	0.000134405521755271
agdemo	1	1.15517967549155e-07	
greenhouses	7	8.08625772844082e-07	5.58732760978039e-07
plexiglas	2	2.31035935098309e-07	2.00268670350562e-07
watering	5	5.77589837745773e-07	1.07034348187359e-06
meteorology	1	1.15517967549155e-07	5.35003447936502e-06
calipers	1	1.15517967549155e-07	4.29147150751205e-07
bloomaice	1	1.15517967549155e-07	
start-up	1	1.15517967549155e-07	1.07539227188243e-06
campus	5	5.77589837745773e-07	8.65413095414871e-05
hybrid	3	3.46553902647464e-07	2.00857695851593e-05
prohibitions	1	1.15517967549155e-07	1.22012425213578e-06
merciful	4	4.62071870196618e-07	7.9266003138752e-07
gracious	3	3.46553902647464e-07	1.05519711184708e-06
shave	3	3.46553902647464e-07	1.2319047621564e-06
vcrs	1	1.15517967549155e-07	2.89463960506695e-07
prohibits	3	3.46553902647464e-07	2.45034608428923e-06
heaven	2	2.31035935098309e-07	2.5881780515305e-05
poem	1	1.15517967549155e-07	3.53247007618345e-05
ilaws	1	1.15517967549155e-07	
ostensibly	1	1.15517967549155e-07	3.48534803610096e-06
nkhal	17	1.96380544833563e-06	
converse	6	6.93107805294928e-07	2.79871259489903e-06
zul	2	2.31035935098309e-07	1.17805100206213e-07
gatherer	1	1.15517967549155e-07	4.22415430739421e-07
mande	2	2.31035935098309e-07	5.70513270998661e-07
marbecka	2	2.31035935098309e-07	
rashes	2	2.31035935098309e-07	2.44024850427156e-07
discrete	1	1.15517967549155e-07	9.49340814661783e-06
divulge	3	3.46553902647464e-07	3.4500065060391e-07
abi	7	8.08625772844082e-07	1.66610070291644e-06
helocopter	17	1.96380544833563e-06	3.3658600058918e-09
ghraz	2	2.31035935098309e-07	
madoom	3	3.46553902647464e-07	
siefullah	1	1.15517967549155e-07	
safachi	11	1.2706976430407e-06	
prt-donated	1	1.15517967549155e-07	
barrolled	1	1.15517967549155e-07	
monikhel	18	2.07932341588478e-06	
monokhel	2	2.31035935098309e-07	
sharmatkehl	4	4.62071870196618e-07	
anti-malarial	2	2.31035935098309e-07	9.42440801649705e-08
permethrin	3	3.46553902647464e-07	1.66610070291644e-07
deet	2	2.31035935098309e-07	2.1373211037413e-07
austere	2	2.31035935098309e-07	1.08380692189716e-06
post-deployment	1	1.15517967549155e-07	1.44731980253348e-07
primaquine	1	1.15517967549155e-07	9.76099401708623e-08
parasite	2	2.31035935098309e-07	4.03061735705543e-06
bash	6	6.93107805294928e-07	3.81856817668425e-06
irrational	1	1.15517967549155e-07	3.12856687547643e-06
zapt	1	1.15517967549155e-07	5.0487900088377e-09
collaborating	4	4.62071870196618e-07	2.42678506424799e-06
sputtering	4	4.62071870196618e-07	3.06293260536154e-07
fanfare	1	1.15517967549155e-07	1.69807637297241e-06
reputedly	1	1.15517967549155e-07	2.03634530356454e-06
bending	5	5.77589837745773e-07	2.77010278484895e-06
over-emotional	1	1.15517967549155e-07	1.17805100206213e-08
cynics	1	1.15517967549155e-07	2.86098100500803e-07
controversy	8	9.24143740393237e-07	4.5730256970049e-05
hearings	5	5.77589837745773e-07	5.09086325891135e-06
league-q	1	1.15517967549155e-07	
bused	1	1.15517967549155e-07	1.19488030209159e-07
pml	8	9.24143740393237e-07	4.88049700854312e-07
notables	2	2.31035935098309e-07	1.80914975316684e-06
mma	1	1.15517967549155e-07	2.06158925360873e-06
ppp	3	3.46553902647464e-07	6.60718319156561e-06
pml-n	1	1.15517967549155e-07	8.75123601531869e-08
pro-chief	1	1.15517967549155e-07	
contiued	9	1.03966170794239e-06	3.3658600058918e-09
superiour	1	1.15517967549155e-07	5.0487900088377e-09
saidkhil	5	5.77589837745773e-07	
saidalam	4	4.62071870196618e-07	
alamelihan	1	1.15517967549155e-07	
soldikhan	1	1.15517967549155e-07	
willey	1	1.15517967549155e-07	8.212698414376e-07
transitioning	23	2.65691325363056e-06	7.64050221337439e-07
reqesuted	1	1.15517967549155e-07	
ground-laying	1	1.15517967549155e-07	3.3658600058918e-09
heb	10	1.15517967549155e-06	8.75123601531869e-07
freezers	1	1.15517967549155e-07	2.20463830385913e-07
diir-tht	17	1.96380544833563e-06	
infidel	3	3.46553902647464e-07	4.79635050839582e-07
mid-morning	1	1.15517967549155e-07	3.11342050544992e-07
caramel	1	1.15517967549155e-07	1.20834374211516e-06
scars	2	2.31035935098309e-07	2.04307702357632e-06
distinguishing	3	3.46553902647464e-07	4.55064272796572e-06
deserved	4	4.62071870196618e-07	2.00773549351446e-06
engegement	1	1.15517967549155e-07	
alasks	1	1.15517967549155e-07	
engagmnet	1	1.15517967549155e-07	
uniden	15	1.73276951323732e-06	3.02927400530262e-08
telesis	1	1.15517967549155e-07	9.42440801649705e-08
telefone	2	2.31035935098309e-07	4.20732500736475e-08
virtual	3	3.46553902647464e-07	3.39850884794895e-05
ni	17	1.96380544833563e-06	2.26825305797049e-05
toshiba	15	1.73276951323732e-06	1.71490567300187e-06
fujix	2	2.31035935098309e-07	
usb	3	3.46553902647464e-07	5.72027908001312e-06
atom	6	6.93107805294928e-07	1.29888537627365e-05
embossed	22	2.5413952860814e-06	7.20294041260846e-07
kawai	1	1.15517967549155e-07	6.56342701148902e-07
toothbrush	2	2.31035935098309e-07	4.24098360742367e-07
madni	1	1.15517967549155e-07	1.00975800176754e-08
fingerless	1	1.15517967549155e-07	5.89025501031066e-08
cyrillic	7	8.08625772844082e-07	7.8424538137279e-06
asics	1	1.15517967549155e-07	2.77683450486074e-07
opaque	6	6.93107805294928e-07	2.06495511361462e-06
countdown	6	6.93107805294928e-07	5.78591335012801e-06
elapsed	4	4.62071870196618e-07	1.23695355216524e-06
rishtia	1	1.15517967549155e-07	
nobad	1	1.15517967549155e-07	
renew	5	5.77589837745773e-07	2.92324941511703e-06
yashin	1	1.15517967549155e-07	4.29147150751205e-07
nickname	4	4.62071870196618e-07	0.000102345705199152
manjammis	1	1.15517967549155e-07	
zgamey	1	1.15517967549155e-07	
zgahamy	1	1.15517967549155e-07	
orgune-e	4	4.62071870196618e-07	
snagged	3	3.46553902647464e-07	1.59878350279861e-07
mazi	6	6.93107805294928e-07	1.36317330238618e-07
sawdal	4	4.62071870196618e-07	
madressa	5	5.77589837745773e-07	6.73172001178361e-09
mollakheyl	1	1.15517967549155e-07	
lendakheyl	1	1.15517967549155e-07	
adinkheyl	1	1.15517967549155e-07	3.3658600058918e-09
juybar	1	1.15517967549155e-07	
vali	4	4.62071870196618e-07	5.35171740936797e-07
oppressed	1	1.15517967549155e-07	1.80914975316684e-06
advon	5	5.77589837745773e-07	3.3658600058918e-09
barah	2	2.31035935098309e-07	2.86098100500803e-08
recvcovered	1	1.15517967549155e-07	
daddy	44	5.0827905721628e-06	5.27766848923835e-06
indeterminate	4	4.62071870196618e-07	1.38336846242153e-06
passess	1	1.15517967549155e-07	3.3658600058918e-09
briskly	2	2.31035935098309e-07	1.56512490273969e-07
sallyport	1	1.15517967549155e-07	3.53415300618639e-08
helper	2	2.31035935098309e-07	1.97071103344965e-06
trilateral	8	9.24143740393237e-07	5.83976711022228e-07
polls	4	4.62071870196618e-07	7.72801457352758e-06
assures	4	4.62071870196618e-07	9.81148191717461e-07
gokg	2	2.31035935098309e-07	
isakov	5	5.77589837745773e-07	5.38537600942689e-08
sco	22	2.5413952860814e-06	1.48619548560153e-05
csto	1	1.15517967549155e-07	9.25611501620246e-08
contemplates	1	1.15517967549155e-07	5.01513140877879e-07
towrah	8	9.24143740393237e-07	
suburban	1	1.15517967549155e-07	1.69521539196741e-05
kukumkhel	2	2.31035935098309e-07	
simulating	2	2.31035935098309e-07	1.19488030209159e-06
kamar	11	1.2706976430407e-06	1.3126854022978e-07
well-disposed	1	1.15517967549155e-07	4.54391100795393e-08
karkolay	1	1.15517967549155e-07	
tok	1	1.15517967549155e-07	1.36149037238323e-06
cdrhh-en-	1	1.15517967549155e-07	
btb-	1	1.15517967549155e-07	
bct-	1	1.15517967549155e-07	1.34634400235672e-08
splashed	4	4.62071870196618e-07	5.46952250957418e-07
stampede	10	1.15517967549155e-06	2.06327218361168e-06
finals	4	4.62071870196618e-07	2.53095843143034e-05
yds	2	2.31035935098309e-07	8.88587041555436e-07
pasture	1	1.15517967549155e-07	2.41668748423031e-06
ico	5	5.77589837745773e-07	7.30391621278521e-07
natl	8	9.24143740393237e-07	2.46549245431575e-06
banked	17	1.96380544833563e-06	6.84952511198982e-07
dicking	34	3.92761089667126e-06	8.41465001472951e-09
in-	3	3.46553902647464e-07	8.59977231505356e-07
riders	7	8.08625772844082e-07	1.1726656260527e-05
includingmullah	1	1.15517967549155e-07	
kamari	6	6.93107805294928e-07	5.89025501031066e-08
koot	2	2.31035935098309e-07	9.42440801649705e-08
khoni	8	9.24143740393237e-07	2.69268800471344e-08
abuzari	1	1.15517967549155e-07	
ghafari	1	1.15517967549155e-07	1.17805100206213e-08
wahidula	1	1.15517967549155e-07	
dela	3	3.46553902647464e-07	4.94781420866095e-07
khuzo	1	1.15517967549155e-07	
shatoor	1	1.15517967549155e-07	
galaqara	1	1.15517967549155e-07	
siwari	1	1.15517967549155e-07	
biden	2	2.31035935098309e-07	1.74351548305195e-06
pajero	1	1.15517967549155e-07	1.95219880341725e-07
mirbazar	1	1.15517967549155e-07	
crashes	2	2.31035935098309e-07	5.82293781019282e-06
modestly	1	1.15517967549155e-07	8.80172391540707e-07
skeptically	1	1.15517967549155e-07	8.91952901561328e-08
relic	2	2.31035935098309e-07	2.74149297479887e-06
thought-out	1	1.15517967549155e-07	8.5829430150241e-08
excitedly	1	1.15517967549155e-07	1.85122300324049e-07
workmen	1	1.15517967549155e-07	8.75123601531869e-07
unprotected	2	2.31035935098309e-07	5.20530249911167e-06
qadar	3	3.46553902647464e-07	2.52439500441885e-08
ghamay	1	1.15517967549155e-07	
anonymity	3	3.46553902647464e-07	1.6240274528428e-06
jergas	4	4.62071870196618e-07	5.0487900088377e-09
writen	1	1.15517967549155e-07	3.87073900677557e-08
saleng	1	1.15517967549155e-07	1.00975800176754e-08
likelihoods	1	1.15517967549155e-07	5.72196201001607e-08
diminishing	5	5.77589837745773e-07	1.88151574329352e-06
dispached	6	6.93107805294928e-07	5.0487900088377e-09
khanaha-ye-darab	1	1.15517967549155e-07	
untravelable	1	1.15517967549155e-07	
roudns	3	3.46553902647464e-07	
nakakhail	1	1.15517967549155e-07	
loacl	1	1.15517967549155e-07	
partols	2	2.31035935098309e-07	
beacuse	1	1.15517967549155e-07	1.51463700265131e-08
traveleing	1	1.15517967549155e-07	
infastructure	43	4.96727260461365e-06	3.87073900677557e-08
eductaed	2	2.31035935098309e-07	
shools	1	1.15517967549155e-07	6.73172001178361e-09
politicians	4	4.62071870196618e-07	3.41214058097282e-05
eas	7	8.08625772844082e-07	1.16290463203562e-06
chezk	1	1.15517967549155e-07	
tbsb	1	1.15517967549155e-07	
uzgr	1	1.15517967549155e-07	
babyel	6	6.93107805294928e-07	
afshar-e	1	1.15517967549155e-07	
hiking	5	5.77589837745773e-07	7.22145264264086e-06
karen	5	5.77589837745773e-07	1.47407838958032e-05
hughes	2	2.31035935098309e-07	2.52086085141267e-05
counterterrorism	15	1.73276951323732e-06	6.0753773106347e-07
grisly	1	1.15517967549155e-07	4.44293520777718e-07
barbaric	2	2.31035935098309e-07	8.19586911434654e-07
abhorrent	1	1.15517967549155e-07	2.69268800471344e-07
oslo	6	6.93107805294928e-07	1.1477582620091e-05
pieter-jan	1	1.15517967549155e-07	5.0487900088377e-09
kleiweg	1	1.15517967549155e-07	5.0487900088377e-09
zwaan	1	1.15517967549155e-07	3.3658600058918e-08
polmiloff	3	3.46553902647464e-07	
afghan-led	1	1.15517967549155e-07	
jeopardize	3	3.46553902647464e-07	3.70244600648098e-07
grim	137	1.58259615542342e-05	3.56781160624531e-06
kubatbek	1	1.15517967549155e-07	
baibolov	3	3.46553902647464e-07	
near-term	3	3.46553902647464e-07	1.3968319024451e-07
clans	2	2.31035935098309e-07	6.21674343088216e-06
dilemmas	1	1.15517967549155e-07	8.97001691570166e-07
melodramatic	1	1.15517967549155e-07	4.72903330827798e-07
forecast	1	1.15517967549155e-07	4.29988615752678e-06
ensue	3	3.46553902647464e-07	5.46952250957418e-07
laseration	1	1.15517967549155e-07	
flail	6	6.93107805294928e-07	3.13024980547938e-07
cliv	2	2.31035935098309e-07	8.41465001472951e-09
quarabagh	7	8.08625772844082e-07	
tenet	2	2.31035935098309e-07	1.41702706248045e-06
efficiencies	1	1.15517967549155e-07	7.20294041260846e-07
airmail	1	1.15517967549155e-07	1.03836781181762e-06
yeltsin	2	2.31035935098309e-07	1.61897866283396e-06
zenno	2	2.31035935098309e-07	1.17805100206213e-08
lucas	2	2.31035935098309e-07	1.65684458790024e-05
ave	3	3.46553902647464e-07	9.4042128564617e-06
angles	7	8.08625772844082e-07	8.88755334555731e-06
postmarked	1	1.15517967549155e-07	1.46414910256293e-07
clippings	2	2.31035935098309e-07	6.83269581196036e-07
photocopy	2	2.31035935098309e-07	2.64220010462507e-07
rab-e-naho	1	1.15517967549155e-07	
tamir	5	5.77589837745773e-07	1.69975930297536e-07
rehearsels	3	3.46553902647464e-07	
rehearsel	3	3.46553902647464e-07	5.0487900088377e-09
imm	147	1.69811412297257e-05	3.71927530651044e-07
out-processed	2	2.31035935098309e-07	
detination	6	6.93107805294928e-07	
aviles	2	2.31035935098309e-07	1.64927140288698e-07
likelyhood	3	3.46553902647464e-07	1.85122300324049e-08
hesar	4	4.62071870196618e-07	5.89025501031066e-08
tala	7	8.08625772844082e-07	7.94342961390466e-07
barfak	2	2.31035935098309e-07	5.0487900088377e-09
vabai	1	1.15517967549155e-07	
melsi	1	1.15517967549155e-07	
shwarko	1	1.15517967549155e-07	
owni	2	2.31035935098309e-07	3.3658600058918e-09
saidan	2	2.31035935098309e-07	1.6829300029459e-08
golabudins	1	1.15517967549155e-07	
somer	2	2.31035935098309e-07	1.19488030209159e-07
zazai	23	2.65691325363056e-06	3.3658600058918e-09
forogh	1	1.15517967549155e-07	
khosamand	1	1.15517967549155e-07	
saif	8	9.24143740393237e-07	8.61660161508302e-07
qarabargh	1	1.15517967549155e-07	
wassim	4	4.62071870196618e-07	1.00975800176754e-08
shatoran	1	1.15517967549155e-07	
ghowr	31	3.58105699402379e-06	1.6829300029459e-08
charsada	5	5.77589837745773e-07	8.41465001472951e-09
gulalah	2	2.31035935098309e-07	
jangal	6	6.93107805294928e-07	4.88049700854312e-08
hedaiati	1	1.15517967549155e-07	
adm	3	3.46553902647464e-07	1.19589006009336e-05
fragged	2	2.31035935098309e-07	1.6829300029459e-08
tasan	5	5.77589837745773e-07	5.0487900088377e-09
mortally	5	5.77589837745773e-07	2.16761384379432e-06
romsof	3	3.46553902647464e-07	
parmakan	4	4.62071870196618e-07	
zerkoh	3	3.46553902647464e-07	
henderson	2	2.31035935098309e-07	1.55805659672732e-05
recolect	1	1.15517967549155e-07	
governent	1	1.15517967549155e-07	
tho	1	1.15517967549155e-07	9.07099271587841e-07
portraying	1	1.15517967549155e-07	4.05249544709373e-06
interrorgation	1	1.15517967549155e-07	
cinci-	3	3.46553902647464e-07	
photoflash	3	3.46553902647464e-07	2.52439500441885e-08
cartrages	1	1.15517967549155e-07	
coronary	5	5.77589837745773e-07	2.79534673489314e-06
anda	3	3.46553902647464e-07	3.92122690686395e-07
stiker	1	1.15517967549155e-07	1.17805100206213e-08
catamouont	2	2.31035935098309e-07	
predictable	16	1.84828748078647e-06	2.51093156439529e-06
tomaszycui	1	1.15517967549155e-07	
dreyer	1	1.15517967549155e-07	8.98684621573111e-07
pritt	1	1.15517967549155e-07	6.39513401119443e-08
command-to-command	1	1.15517967549155e-07	
staff-to-staff	1	1.15517967549155e-07	
thoughout	2	2.31035935098309e-07	2.69268800471344e-08
koele	2	2.31035935098309e-07	3.3658600058918e-09
b-hut	38	4.38968276686788e-06	
tel	55	6.3534882152035e-06	1.38050748141652e-05
pressoffice	2	2.31035935098309e-07	1.24536820217997e-06
isaf-hq	2	2.31035935098309e-07	
parting	5	5.77589837745773e-07	1.67451535293117e-06
eve	5	5.77589837745773e-07	1.85576691424845e-05
post-soviet	1	1.15517967549155e-07	1.23358769215935e-06
coterie	1	1.15517967549155e-07	2.84415170497857e-07
monopolize	1	1.15517967549155e-07	2.55805360447777e-07
membership	9	1.03966170794239e-06	3.37006733089917e-05
karimov	1	1.15517967549155e-07	3.01244470527316e-07
reelected	1	1.15517967549155e-07	2.93839578514354e-06
omurbek	4	4.62071870196618e-07	1.17805100206213e-08
suvanaliyev	3	3.46553902647464e-07	
abdrakhmanov	2	2.31035935098309e-07	3.3658600058918e-09
adilet	1	1.15517967549155e-07	
aitikeeev	1	1.15517967549155e-07	
gknb	5	5.77589837745773e-07	
bermet	3	3.46553902647464e-07	6.73172001178361e-09
akayeva	4	4.62071870196618e-07	1.00975800176754e-08
candidacy	1	1.15517967549155e-07	3.92964155687868e-06
by-election	2	2.31035935098309e-07	1.02305314879081e-05
kemin	1	1.15517967549155e-07	3.70244600648098e-08
limbo	2	2.31035935098309e-07	2.12554059372067e-06
astana	14	1.61725154568816e-06	9.82831121720407e-07
eurasia	1	1.15517967549155e-07	2.92661527512292e-06
almaty	1	1.15517967549155e-07	9.64318891688002e-07
nursultan	2	2.31035935098309e-07	2.44024850427156e-07
nazarbayev	7	8.08625772844082e-07	3.66878740642207e-07
kazakhstani	6	6.93107805294928e-07	2.84415170497857e-07
hallow	1	1.15517967549155e-07	1.06024590185592e-07
early-morning	1	1.15517967549155e-07	1.51463700265131e-07
khalot	16	1.84828748078647e-06	
amazhad	1	1.15517967549155e-07	
musud	1	1.15517967549155e-07	
alinshar	1	1.15517967549155e-07	
kaki	4	4.62071870196618e-07	4.05586130709962e-07
barkanday	7	8.08625772844082e-07	
seyamata	1	1.15517967549155e-07	
kharamor	1	1.15517967549155e-07	
revolution	1	1.15517967549155e-07	8.43551834676604e-05
cornerstone-laying	7	8.08625772844082e-07	6.73172001178361e-09
xperson	1	1.15517967549155e-07	
dcc	7	8.08625772844082e-07	2.09861371367354e-06
attacment	1	1.15517967549155e-07	
mastoora	1	1.15517967549155e-07	
musay	3	3.46553902647464e-07	
kowat	1	1.15517967549155e-07	
torham	1	1.15517967549155e-07	
taunts	1	1.15517967549155e-07	7.90977101384574e-07
dormaika	1	1.15517967549155e-07	
chagurgi	1	1.15517967549155e-07	
jya	2	2.31035935098309e-07	7.57318501325656e-08
khilmak	2	2.31035935098309e-07	
nazee	1	1.15517967549155e-07	
konatay	1	1.15517967549155e-07	
yarn	8	9.24143740393237e-07	1.93536950338779e-06
valve	22	2.5413952860814e-06	1.70497638598449e-05
zinc	5	5.77589837745773e-07	7.18274525257311e-06
striped	8	9.24143740393237e-07	3.017493495282e-06
hairs	9	1.03966170794239e-06	2.26690671396813e-06
fibers	3	3.46553902647464e-07	6.02152355054044e-06
xefp	1	1.15517967549155e-07	
injil	18	2.07932341588478e-06	1.09390450191484e-07
jute	3	3.46553902647464e-07	9.3234322163203e-07
weed	3	3.46553902647464e-07	3.97003187694938e-06
firemen	1	1.15517967549155e-07	7.03464741231387e-07
footlockers	1	1.15517967549155e-07	1.00975800176754e-08
acu	13	1.50173357813901e-06	1.61729573283101e-06
playstations	1	1.15517967549155e-07	6.73172001178361e-09
kopek	2	2.31035935098309e-07	6.05854801060525e-08
kopak	1	1.15517967549155e-07	
reccon	1	1.15517967549155e-07	
deffinately	1	1.15517967549155e-07	3.3658600058918e-09
enviroment	2	2.31035935098309e-07	4.20732500736475e-08
covette	1	1.15517967549155e-07	
paq-	1	1.15517967549155e-07	3.3658600058918e-09
lamcashel	1	1.15517967549155e-07	
overhand	17	1.96380544833563e-06	3.95488550692287e-07
slack	5	5.77589837745773e-07	1.82766198319925e-06
bight	1	1.15517967549155e-07	1.2100266721181e-06
twists	1	1.15517967549155e-07	1.32110005231253e-06
thinner	3	3.46553902647464e-07	2.60854150456615e-06
bends	2	2.31035935098309e-07	1.8697352332729e-06
cexc-afg-	3	3.46553902647464e-07	
lacing	2	2.31035935098309e-07	2.3392727040948e-07
afghanistan-pakistan-turkey	2	2.31035935098309e-07	
karzai-musharraf	3	3.46553902647464e-07	
three-way	1	1.15517967549155e-07	1.24200234217408e-06
af-pk-tu	1	1.15517967549155e-07	
anlysis	1	1.15517967549155e-07	3.3658600058918e-09
os	31	3.58105699402379e-06	5.84346955622876e-05
engageing	19	2.19484138343394e-06	
pax-	2	2.31035935098309e-07	1.6829300029459e-08
dlap	38	4.38968276686788e-06	
schrapnel	12	1.38621561058986e-06	
qaryeh	1	1.15517967549155e-07	8.41465001472951e-09
balchuar	1	1.15517967549155e-07	
anti-venom	2	2.31035935098309e-07	7.06830601237279e-08
damange	4	4.62071870196618e-07	3.3658600058918e-09
importing	1	1.15517967549155e-07	1.86132058325817e-06
reworking	2	2.31035935098309e-07	1.13092896197965e-06
andengaged	1	1.15517967549155e-07	
silo	4	4.62071870196618e-07	1.14102654199732e-06
intirnment	1	1.15517967549155e-07	
antiquities	1	1.15517967549155e-07	4.21405672737654e-06
abrasham	1	1.15517967549155e-07	
barial	3	3.46553902647464e-07	
aab	9	1.03966170794239e-06	8.33050351458221e-07
anzi	1	1.15517967549155e-07	1.6829300029459e-08
retook	6	6.93107805294928e-07	7.60684361331548e-07
rai	2	2.31035935098309e-07	4.946131278658e-06
rohani	2	2.31035935098309e-07	5.55366900972148e-08
koz	8	9.24143740393237e-07	5.09927790892608e-07
sergi	1	1.15517967549155e-07	3.60147020630423e-07
achin-bati	1	1.15517967549155e-07	
safid	13	1.50173357813901e-06	1.00975800176754e-08
jiya	2	2.31035935098309e-07	3.3658600058918e-08
chitrali	2	2.31035935098309e-07	1.85122300324049e-08
seamless	2	2.31035935098309e-07	9.92928701738082e-07
hated	3	3.46553902647464e-07	3.97003187694938e-06
humanity	2	2.31035935098309e-07	1.48417596959799e-05
barbarians	2	2.31035935098309e-07	2.3392727040948e-06
believers	2	2.31035935098309e-07	4.66676489816899e-06
obey	19	2.19484138343394e-06	3.93300741688457e-06
beet	2	2.31035935098309e-07	1.48771012260418e-06
atheists	2	2.31035935098309e-07	2.41500455422737e-06
schoolbags	1	1.15517967549155e-07	5.0487900088377e-09
fenced-in	1	1.15517967549155e-07	5.89025501031066e-08
schoolgirls	1	1.15517967549155e-07	1.81756440318157e-07
arr	111	1.28224943979562e-05	1.70144223297831e-06
particle	2	2.31035935098309e-07	1.91063043234448e-05
tatoo	1	1.15517967549155e-07	5.72196201001607e-08
kmh	1	1.15517967549155e-07	3.63512880636315e-07
lent	3	3.46553902647464e-07	6.32108509106481e-06
mandol-dow	1	1.15517967549155e-07	
ab-nurguram	1	1.15517967549155e-07	
zahair	5	5.77589837745773e-07	
intoduction	1	1.15517967549155e-07	1.6829300029459e-08
scomplex	1	1.15517967549155e-07	
resuplied	1	1.15517967549155e-07	
parmekan	1	1.15517967549155e-07	
xied's	6	6.93107805294928e-07	
